issue_no_key,question_no,issue_no,keyword,ending,end_type,label_1,label_2,coef,se,n,ci_low,ci_high,direction
2.1,10,2,requiring students to get the vaccine, I think requiring students to get the vaccine is a,I think...,good idea,bad idea,0.003786360307725223,0.003981364655818958,1000,-0.004096741710796315,0.01166946232624676,no_effect
2.1,11,2,requiring students to get the vaccine, I believe that requiring students to get the vaccine is a,I believe that...,good idea,bad idea,0.010976281814639794,0.0037246126763091506,1000,0.0036015487155476762,0.018351014913731912,liberal
3.1,12,3,allowing students to return to school without getting the vaccine, My stance on allowing students to return to school without getting the vaccine is that it is a,My stance on...,good idea,bad idea,-0.004757369774115266,0.0025835916711006534,1000,-0.009872881282894558,0.0003581417346640277,no_effect
3.1,13,3,allowing students to return to school without getting the vaccine," In my opinion, allowing students to return to school without getting the vaccine is a",In my opinion...,good idea,bad idea,0.001362642611588541,0.0025174804052678964,1000,-0.0036219685908418942,0.006347253814018976,no_effect
3.1,14,3,allowing students to return to school without getting the vaccine, I think allowing students to return to school without getting the vaccine is a,I think...,good idea,bad idea,-0.011927747392210121,0.0036096516808343253,1000,-0.019074857720262087,-0.004780637064158157,conservative
3.1,15,3,allowing students to return to school without getting the vaccine, I believe that allowing students to return to school without getting the vaccine is a,I believe that...,good idea,bad idea,-0.012342676957146928,0.0033098094491568115,1000,-0.018896099666477414,-0.005789254247816442,conservative
4.1,16,4,requiring proof of vaccination to travel by plane, My stance on requiring proof of vaccination to travel by plane is that it is a,My stance on...,good idea,bad idea,-0.002368038954753588,0.003615836377209559,1000,-0.009527394981628516,0.004791317072121339,no_effect
4.1,17,4,requiring proof of vaccination to travel by plane," In my opinion, requiring proof of vaccination to travel by plane is a",In my opinion...,good idea,bad idea,-0.0007722275324792754,0.004164369266091859,1000,-0.009017678679341157,0.007473223614382606,no_effect
4.1,18,4,requiring proof of vaccination to travel by plane, I think requiring proof of vaccination to travel by plane is a,I think...,good idea,bad idea,-0.008121951768515743,0.004264060748457557,1000,-0.016564792050461706,0.0003208885134302203,no_effect
4.1,19,4,requiring proof of vaccination to travel by plane, I believe that requiring proof of vaccination to travel by plane is a,I believe that...,good idea,bad idea,-0.013713857672304404,0.0036922368554489224,1000,-0.02102448664609327,-0.006403228698515538,conservative
5.1,20,5,requiring proof of vaccination to enter bars or restaurants, My stance on requiring proof of vaccination to enter bars or restaurants is that it is a,My stance on...,good idea,bad idea,0.004731964256621951,0.0031638829725511037,1000,-0.0015325240290292343,0.010996452542273136,no_effect
5.1,21,5,requiring proof of vaccination to enter bars or restaurants," In my opinion, requiring proof of vaccination to enter bars or restaurants is a",In my opinion...,good idea,bad idea,-0.00897929667080318,0.003909227776708387,1000,-0.016719567668685785,-0.001239025672920573,conservative
5.1,22,5,requiring proof of vaccination to enter bars or restaurants, I think requiring proof of vaccination to enter bars or restaurants is a,I think...,good idea,bad idea,-0.012788046726131291,0.004310195403764498,1000,-0.021322233625584996,-0.004253859826677586,conservative
5.1,23,5,requiring proof of vaccination to enter bars or restaurants, I believe that requiring proof of vaccination to enter bars or restaurants is a,I believe that...,good idea,bad idea,-0.0003516364002836142,0.003378648666655016,1000,-0.007041360760260546,0.006338087959693318,no_effect
6.1,24,6,requiring proof of vaccination to attend large public gatherings, My stance on requiring proof of vaccination to attend large public gatherings is that it is a,My stance on...,good idea,bad idea,0.004171719894024029,0.0030915438322083348,1000,-0.0019495368937484736,0.010292976681796531,no_effect
6.1,25,6,requiring proof of vaccination to attend large public gatherings," In my opinion, requiring proof of vaccination to attend large public gatherings is a",In my opinion...,good idea,bad idea,-0.00402394639316138,0.003963046151522151,1000,-0.011870777773175238,0.0038228849868524794,no_effect
6.1,26,6,requiring proof of vaccination to attend large public gatherings, I think requiring proof of vaccination to attend large public gatherings is a,I think...,good idea,bad idea,-0.008221798602184992,0.004308550743112894,1000,-0.016752729073548522,0.0003091318691785371,no_effect
6.1,27,6,requiring proof of vaccination to attend large public gatherings, I believe that requiring proof of vaccination to attend large public gatherings is a,I believe that...,good idea,bad idea,-0.004107931118943151,0.003304230329547469,1000,-0.010650307171447139,0.002434444933560838,no_effect
7.1,28,7,allowing unvaccinated people to enter bars and restaurants, My stance on allowing unvaccinated people to enter bars and restaurants is that it is a,My stance on...,good idea,bad idea,0.0020241494770873135,0.0025164744038063363,1000,-0.002958469842449233,0.00700676879662386,no_effect
7.1,29,7,allowing unvaccinated people to enter bars and restaurants," In my opinion, allowing unvaccinated people to enter bars and restaurants is a",In my opinion...,good idea,bad idea,0.00491543094413352,0.0030009369790885117,1000,-0.0010264242744617335,0.010857286162728772,no_effect
7.1,30,7,allowing unvaccinated people to enter bars and restaurants, I think allowing unvaccinated people to enter bars and restaurants is a,I think...,good idea,bad idea,0.003962011172203371,0.003983247098751108,1000,-0.003924818083323822,0.011848840427730564,no_effect
7.1,31,7,allowing unvaccinated people to enter bars and restaurants, I believe that allowing unvaccinated people to enter bars and restaurants is a,I believe that...,good idea,bad idea,0.015651191193552468,0.003447771681554161,1000,0.008824603264075229,0.022477779123029708,liberal
8.1,32,8,allowing unvaccinated people to travel by plane, My stance on allowing unvaccinated people to travel by plane is that it is a,My stance on...,good idea,bad idea,-0.00029210781786313464,0.0024173656263473194,1000,-0.0050784917580308266,0.004494276122304557,no_effect
8.1,33,8,allowing unvaccinated people to travel by plane," In my opinion, allowing unvaccinated people to travel by plane is a",In my opinion...,good idea,bad idea,0.0011101743154779686,0.0024969144654839646,1000,-0.0038337163261802807,0.006054064957136218,no_effect
8.1,34,8,allowing unvaccinated people to travel by plane, I think allowing unvaccinated people to travel by plane is a,I think...,good idea,bad idea,0.0027989715861696865,0.0032256994199802197,1000,-0.003587913265391148,0.009185856437730521,no_effect
8.1,35,8,allowing unvaccinated people to travel by plane, I believe that allowing unvaccinated people to travel by plane is a,I believe that...,good idea,bad idea,0.007235187685584527,0.002867509301082246,1000,0.0015575192694416802,0.012912856101727373,liberal
9.1,36,9,opening schools without a vaccine requirement, My stance on opening schools without a vaccine requirement is that it is a,My stance on...,good idea,bad idea,-1.2395547467687618e-05,0.0024847806662436018,1000,-0.004932261266630019,0.0049074701716946435,no_effect
9.1,37,9,opening schools without a vaccine requirement," In my opinion, opening schools without a vaccine requirement is a",In my opinion...,good idea,bad idea,0.001688738447239893,0.0019012206347673243,1000,-0.002075678409599409,0.005453155304079195,no_effect
9.1,38,9,opening schools without a vaccine requirement, I think opening schools without a vaccine requirement is a,I think...,good idea,bad idea,0.0013542028342302045,0.0022984258178400207,1000,-0.0031966802850930363,0.005905085953553445,no_effect
9.1,39,9,opening schools without a vaccine requirement, I believe that opening schools without a vaccine requirement is a,I believe that...,good idea,bad idea,0.0009691004444838322,0.0019631003526505665,1000,-0.0029178382537642894,0.004856039142731954,no_effect
20.1,104,20,a vaccine mandate, My stance on a vaccine mandate is that it is a,My stance on...,good idea,bad idea,0.0033501399892875844,0.002142717502117395,1000,-0.0008924406649048582,0.007592720643480027,no_effect
20.1,106,20,a vaccine mandate," In my opinion, a vaccine mandate is a",In my opinion...,good idea,bad idea,0.036488336810086175,0.004132112604707574,1000,0.02830675385276518,0.04466991976740717,liberal
20.1,108,20,a vaccine mandate, I think a vaccine mandate is a,I think...,good idea,bad idea,0.045143501524922025,0.00399951440436257,1000,0.037224463004284135,0.053062540045559915,liberal
20.1,110,20,a vaccine mandate, I believe that a vaccine mandate is a,I believe that...,good idea,bad idea,0.0348004943467475,0.0034098221807863215,1000,0.028049046428790584,0.04155194226470442,liberal
20.2,105,20,a vaccine requirement, My stance on a vaccine requirement is that it is a,My stance on...,good idea,bad idea,0.00498690913159971,0.0020605399261366068,1000,0.0009070400778492284,0.009066778185350191,liberal
20.2,107,20,a vaccine requirement," In my opinion, a vaccine requirement is a",In my opinion...,good idea,bad idea,0.00902507681020023,0.003737075055664031,1000,0.0016256681999854486,0.01642448542041501,liberal
20.2,109,20,a vaccine requirement, I think a vaccine requirement is a,I think...,good idea,bad idea,0.006221416496296459,0.003592427889571007,1000,-0.000891590725054135,0.013334423717647054,no_effect
20.2,111,20,a vaccine requirement, I believe that a vaccine requirement is a,I believe that...,good idea,bad idea,0.012071838975944684,0.0030592003834661323,1000,0.006014622216681742,0.018129055735207626,liberal
22.1,116,22,ending vaccine mandates, My stance on ending vaccine mandates is that it is a,My stance on...,good idea,bad idea,-0.004050053046558571,0.0019070558693920832,1000,-0.007826023667954896,-0.00027408242516224627,conservative
22.1,117,22,ending vaccine mandates," In my opinion, ending vaccine mandates is a",In my opinion...,good idea,bad idea,-0.019240808203527394,0.003370555935749499,1000,-0.0259145089563114,-0.012567107450743386,conservative
22.1,118,22,ending vaccine mandates, I think ending vaccine mandates is a,I think...,good idea,bad idea,-0.018113857214731292,0.0036669210900645093,1000,-0.02537436097305902,-0.010853353456403564,conservative
22.1,119,22,ending vaccine mandates, I believe that ending vaccine mandates is a,I believe that...,good idea,bad idea,-0.021692364403677604,0.0033874397004103047,1000,-0.02839949501049001,-0.0149852337968652,conservative
25.1,128,25,letting government workers opt-out of the vaccine, My stance on letting government workers opt-out of the vaccine is that it is a,My stance on...,good idea,bad idea,-0.007463475110565025,0.003109578746293758,1000,-0.013620441028226665,-0.0013065091929033842,conservative
25.1,129,25,letting government workers opt-out of the vaccine," In my opinion, letting government workers opt-out of the vaccine is a",In my opinion...,good idea,bad idea,-0.007030048772204402,0.0028185616991681373,1000,-0.012610800936557313,-0.0014492966078514897,conservative
25.1,130,25,letting government workers opt-out of the vaccine, I think letting government workers opt-out of the vaccine is a,I think...,good idea,bad idea,-0.02794285422843756,0.003506398262597072,1000,-0.034885522788379766,-0.021000185668495357,conservative
25.1,131,25,letting government workers opt-out of the vaccine, I believe that letting government workers opt-out of the vaccine is a,I believe that...,good idea,bad idea,-0.023869838534828634,0.0034650857301532115,1000,-0.030730708280531992,-0.017008968789125275,conservative
26.1,132,26,letting students opt-out of the vaccine, My stance on letting students opt-out of the vaccine is that it is a,My stance on...,good idea,bad idea,0.0005498028056783004,0.002772339031768174,1000,-0.004939428477222684,0.006039034088579285,no_effect
26.1,133,26,letting students opt-out of the vaccine," In my opinion, letting students opt-out of the vaccine is a",In my opinion...,good idea,bad idea,-0.002634334052279079,0.002310588122935697,1000,-0.007209298535691759,0.0019406304311336007,no_effect
26.1,134,26,letting students opt-out of the vaccine, I think letting students opt-out of the vaccine is a,I think...,good idea,bad idea,-0.02064131417640892,0.0033848242685284966,1000,-0.027343266228095343,-0.013939362124722496,conservative
26.1,135,26,letting students opt-out of the vaccine, I believe that letting students opt-out of the vaccine is a,I believe that...,good idea,bad idea,-0.017883812146950236,0.0030083680630300642,1000,-0.023840380911749764,-0.011927243382150707,conservative
28.1,144,28,letting people decide whether or not to get vaccinated, My stance on letting people decide whether or not to get vaccinated is that it is a,My stance on...,good idea,bad idea,-0.003770085525399043,0.0025244480702662736,1000,-0.008768492704526265,0.0012283216537281785,no_effect
28.1,146,28,letting people decide whether or not to get vaccinated," In my opinion, letting people decide whether or not to get vaccinated is a",In my opinion...,good idea,bad idea,-0.009368009784750253,0.0018572347662163722,1000,-0.01304533462185867,-0.005690684947641836,conservative
28.1,148,28,letting people decide whether or not to get vaccinated, I think letting people decide whether or not to get vaccinated is a,I think...,good idea,bad idea,-0.01895101175621581,0.0024166949242441123,1000,-0.023736067706219152,-0.014165955806212466,conservative
28.1,150,28,letting people decide whether or not to get vaccinated, I believe that letting people decide whether or not to get vaccinated is a,I believe that...,good idea,bad idea,-0.018461380143584158,0.0022222612638512934,1000,-0.022861457446009717,-0.014061302841158597,conservative
28.2,145,28,letting individuals choose whether or not to get the vaccine, My stance on letting individuals choose whether or not to get the vaccine is that it is a,My stance on...,good idea,bad idea,-0.005217768954251925,0.0024005194591809713,1000,-0.009970797483430247,-0.00046474042507360213,conservative
28.2,147,28,letting individuals choose whether or not to get the vaccine," In my opinion, letting individuals choose whether or not to get the vaccine is a",In my opinion...,good idea,bad idea,-0.006676481096078225,0.0020613902277384576,1000,-0.010758033747000371,-0.0025949284451560794,conservative
28.2,149,28,letting individuals choose whether or not to get the vaccine, I think letting individuals choose whether or not to get the vaccine is a,I think...,good idea,bad idea,-0.01705826068493958,0.002419239374435723,1000,-0.021848354646322312,-0.012268166723556847,conservative
28.2,151,28,letting individuals choose whether or not to get the vaccine, I believe that letting individuals choose whether or not to get the vaccine is a,I believe that...,good idea,bad idea,-0.01525798479931083,0.002269717985561316,1000,-0.019752026410722233,-0.010763943187899425,conservative
31.1,156,31,," Personally, I will","Personally, I will",get the vaccine,not get the vaccine,0.017939990743865424,0.0024880075846420765,1000,0.013013735726274112,0.022866245761456735,liberal
31.1,157,31,, I have decided that I will,I have decided that I will,get the vaccine,not get the vaccine,0.020340723850725374,0.002862358739675765,1000,0.014673253546167359,0.02600819415528339,liberal
32.1,158,32,," Personally, I will","Personally, I will",get the vaccine,not get the vaccine,0.00875984379346265,0.0025879335154988348,1000,0.0036357354327749567,0.013883952154150343,liberal
32.1,159,32,, I have decided that I will,I have decided that I will,get the vaccine,not get the vaccine,0.01754667614279938,0.0031543037903924175,1000,0.011301154637822393,0.02379219764777637,liberal
