issue_no_key,question_no,issue_no,keyword,ending,end_type,label_1,label_2,coef,se,n,ci_low,ci_high,direction
21.1,112,21,ending mask mandates, My stance on ending mask mandates is that it is a,My stance on...,good idea,bad idea,-0.006876502128595428,0.0025663069149341384,1000,-0.011957789820165023,-0.0017952144370258346,conservative
21.1,113,21,ending mask mandates," In my opinion, ending mask mandates is a",In my opinion...,good idea,bad idea,-0.02136478231876207,0.0037514102438854836,1000,-0.028792574601655328,-0.013936990035868815,conservative
21.1,114,21,ending mask mandates, I think ending mask mandates is a,I think...,good idea,bad idea,-0.014872065249874408,0.0037795743348844417,1000,-0.0223556224329456,-0.007388508066803213,conservative
21.1,115,21,ending mask mandates, I believe that ending mask mandates is a,I believe that...,good idea,bad idea,-0.005686594820999759,0.003349125469072974,1000,-0.012317863249764248,0.0009446736077647292,no_effect
27.1,136,27,letting people decide whether or not to wear a mask, My stance on letting people decide whether or not to wear a mask is that it is a,My stance on...,good idea,bad idea,-0.005618289749132456,0.0026317281287205527,1000,-0.01082911144399915,-0.0004074680542657614,conservative
27.1,138,27,letting people decide whether or not to wear a mask," In my opinion, letting people decide whether or not to wear a mask is a",In my opinion...,good idea,bad idea,-0.015905052440282574,0.0021470997980383337,1000,-0.020156310040398473,-0.011653794840166673,conservative
27.1,140,27,letting people decide whether or not to wear a mask, I think letting people decide whether or not to wear a mask is a,I think...,good idea,bad idea,-0.014424195999951362,0.0022626513384333383,1000,-0.018904245650049372,-0.009944146349853352,conservative
27.1,142,27,letting people decide whether or not to wear a mask, I believe that letting people decide whether or not to wear a mask is a,I believe that...,good idea,bad idea,-0.01552683070226999,0.0020761061534687775,1000,-0.01963752088613817,-0.011416140518401811,conservative
27.2,137,27,letting individuals choose whether or not to mask, My stance on letting individuals choose whether or not to mask is that it is a,My stance on...,good idea,bad idea,-0.003591900032453667,0.002388034500701129,1000,-0.008320208343841902,0.0011364082789345684,no_effect
27.2,139,27,letting individuals choose whether or not to mask," In my opinion, letting individuals choose whether or not to mask is a",In my opinion...,good idea,bad idea,-0.016824428804160428,0.0021189318679897626,1000,-0.021019913902780157,-0.012628943705540699,conservative
27.2,141,27,letting individuals choose whether or not to mask, I think letting individuals choose whether or not to mask is a,I think...,good idea,bad idea,-0.022541445312413026,0.0023249327443525935,1000,-0.027144812146231163,-0.01793807847859489,conservative
27.2,143,27,letting individuals choose whether or not to mask, I believe that letting individuals choose whether or not to mask is a,I believe that...,good idea,bad idea,-0.017728036807126264,0.002145368546266673,1000,-0.021975866528734275,-0.013480207085518253,conservative
29.1,152,29,," Personally, I will","Personally, I will",wear a mask,not wear a mask,0.00617184226504121,0.0022795581663737127,1000,0.0016583170956212586,0.010685367434461161,liberal
29.1,153,29,, I have decided that I will,I have decided that I will,wear a mask,not wear a mask,0.005349056436994281,0.0025809000163872077,1000,0.00023887440454760985,0.01045923846944095,liberal
30.1,154,30,," Personally, I will","Personally, I will",wear a mask,not wear a mask,0.008586436690335568,0.002275243175074744,1000,0.004081455203687575,0.01309141817698356,liberal
30.1,155,30,, I have decided that I will,I have decided that I will,wear a mask,not wear a mask,0.00955063640377537,0.002711346435878646,1000,0.004182170460735651,0.01491910234681509,liberal
36.1,169,36,face masks, My stance on face masks is that they should be,My stance on...,mandatory,optional,0.01728624786351265,0.004469005719277448,1000,0.008437616539343305,0.026134879187681998,liberal
36.1,170,36,face masks," In my opinion, face masks should be",In my opinion...,mandatory,optional,0.009821363715326069,0.0028242253808253956,1000,0.004229397461291785,0.015413329969360352,liberal
36.1,171,36,face masks, I think face masks should be,I think...,mandatory,optional,0.012501401970899946,0.0035751684145479573,1000,0.0054225685100949906,0.019580235431704902,liberal
36.1,172,36,face masks, I believe that face masks should be,I believe that...,mandatory,optional,0.014311249566907512,0.00305846177770704,1000,0.008255495247047573,0.020367003886767453,liberal
37.1,173,37,face masks, I think face masks are,I think...,effective,not effective,-0.0012416444644410734,0.0017227036597595507,1000,-0.004652597710764984,0.002169308781882837,no_effect
37.1,174,37,face masks, I believe that face masks are,I believe that...,effective,not effective,0.004002701769943769,0.00218037751481512,1000,-0.00031444570939016814,0.008319849249277707,no_effect
